neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Centro,Palacio,40.4096075025369,-3.71064857850773,Entire home/apt,65,5,2,0.58,2,281
Arganzuela,Imperial,40.411960322558,-3.72040536351126,Private room,23,3,3,0.72,2,72
Hortaleza,Pinar del Rey,40.4707811556639,-3.65844566251847,Private room,20,1,11,2.23,1,351
Latina,Puerta del Angel,40.409788856976,-3.73985071043355,Private room,20,1,0,0,1,365
Centro,Universidad,40.4277776174878,-3.70460065469912,Entire home/apt,50,2,9,1.88,1,338
Latina,Cármenes,40.4032152103733,-3.74307822068442,Private room,18,2,9,1.8,1,354
Centro,Universidad,40.4275316380617,-3.70418873729791,Private room,250,1,0,0,1,90
Salamanca,Castellana,40.4304546581464,-3.68718933143416,Private room,40,1,0,0,1,91
San Blas - Canillejas,Canillejas,40.4491327726786,-3.61060254133317,Entire home/apt,125,2,1,0.31,1,75
Salamanca,Goya,40.427338161715,-3.67907280863182,Entire home/apt,399,1,2,0.54,9,213
Centro,Universidad,40.4227361465663,-3.70602255821102,Entire home/apt,190,2,2,0.48,3,168
Centro,Universidad,40.4251147450597,-3.7085537914562,Entire home/apt,90,2,5,1.04,9,311
Chamberí,Almagro,40.433240827744,-3.69179570576551,Entire home/apt,99,7,0,0,11,193
Chamberí,Rios Rosas,40.4407350512623,-3.69640064033719,Entire home/apt,55,5,0,0,1,122
Centro,Embajadores,40.4124920261677,-3.70582920194694,Entire home/apt,59,2,17,4.21,1,37
Retiro,Pacífico,40.4067495482231,-3.67862511032705,Entire home/apt,47,3,17,3.52,9,9
Carabanchel,Vista Alegre,40.3805584578835,-3.74528965288644,Private room,28,3,0,0,1,352
Tetuán,Cuatro Caminos,40.4521368915979,-3.69370709096538,Entire home/apt,125,1,0,0,2,50
Centro,Sol,40.4198541379154,-3.70547242991324,Entire home/apt,80,2,22,5.32,1,136
Centro,Cortes,40.4158814905507,-3.69885936079074,Entire home/apt,79,2,12,3.03,1,118
Chamberí,Almagro,40.4381445462217,-3.69918392597584,Entire home/apt,140,3,0,0,2,197
Fuencarral - El Pardo,La Paz,40.47661774125,-3.70186536589667,Private room,22,2,24,5.41,1,12
Tetuán,Valdeacederas,40.4675504134739,-3.70146104252659,Private room,19,2,7,1.44,1,150
Villa de Vallecas,Casco Histórico de Vallecas,40.3711099056801,-3.60798573063574,Private room,50,1,0,0,3,362
Arganzuela,Palos de Moguer,40.4026222593452,-3.69094763517662,Entire home/apt,61,1,12,2.57,2,344
Tetuán,Valdeacederas,40.4648736973834,-3.69813650224639,Entire home/apt,31,1,4,1.19,44,356
Chamberí,Arapiles,40.4369934504362,-3.70566620726689,Private room,35,1,19,4.01,1,330
Centro,Palacio,40.4207287851684,-3.7087680897136,Entire home/apt,100,2,12,2.57,1,129
Centro,Cortes,40.414593899474,-3.69381324987705,Entire home/apt,110,2,4,0.95,1,189
Centro,Cortes,40.4131986453039,-3.69655374611177,Entire home/apt,100,2,3,1.05,3,160
Centro,Justicia,40.4210966778175,-3.6997520549194,Entire home/apt,80,2,9,2.01,10,312
Centro,Palacio,40.4136266765672,-3.71213621192406,Entire home/apt,95,1,7,1.43,2,318
Salamanca,Lista,40.4346557018835,-3.67755717714555,Entire home/apt,98,2,23,4.93,1,58
Centro,Justicia,40.4265967113771,-3.69950237167218,Shared room,70,2,0,0,4,325
Centro,Palacio,40.4204841848104,-3.70862625292436,Entire home/apt,65,1,1,0.86,1,58
Retiro,Adelfas,40.3976414182432,-3.67271188333102,Private room,26,2,3,1.08,1,347
Arganzuela,Acacias,40.404876425844,-3.70526541623852,Private room,24,2,9,1.96,3,167
Moncloa - Aravaca,Argüelles,40.430753909715,-3.71805429622189,Private room,35,2,4,2,1,187
Centro,Universidad,40.4269154240577,-3.70570746917655,Entire home/apt,60,2,3,0.69,1,347
Chamberí,Vallehermoso,40.4391299211461,-3.70871155632811,Entire home/apt,60,2,14,3.16,2,287
Centro,Universidad,40.4226476329078,-3.7093476820158,Entire home/apt,50,1,8,2.02,46,316
Salamanca,Castellana,40.4344004217987,-3.6881270232707,Entire home/apt,110,3,8,2.12,11,257
Carabanchel,Vista Alegre,40.3878823611867,-3.74165428402311,Private room,22,1,6,1.24,1,256
Chamberí,Trafalgar,40.4319611690073,-3.69739601338249,Entire home/apt,60,1,4,1.21,1,73
Centro,Justicia,40.4226088474819,-3.697042714134,Entire home/apt,127,1,2,0.41,3,17
Centro,Universidad,40.4224699862259,-3.7029155127735,Entire home/apt,70,3,17,3.4,2,330
Centro,Cortes,40.4137576819362,-3.6964235098699,Entire home/apt,60,1,2,0.61,1,158
Centro,Universidad,40.4223606821509,-3.70349066485679,Private room,20,2,1,0.21,1,305
Arganzuela,Acacias,40.4047878156056,-3.71186883452142,Private room,38,2,8,1.71,1,291
Centro,Justicia,40.4271848019508,-3.69762869259182,Shared room,65,2,2,0.55,4,325
Arganzuela,Palos de Moguer,40.4022890639096,-3.69279596225382,Private room,33,2,14,3.41,1,327
Salamanca,Goya,40.4234272699343,-3.6754598383566,Private room,42,1,1,0.23,3,144
Centro,Justicia,40.4273471937341,-3.6991424060114,Shared room,70,2,1,0.71,4,325
Vicálvaro,Ambroz,40.4089417021708,-3.6126870816714,Private room,15,1,6,1.38,1,32
Centro,Justicia,40.4237038417758,-3.69868762113435,Private room,32,1,7,1.46,3,55
Ciudad Lineal,Concepción,40.434121980929,-3.65992981137769,Entire home/apt,65,2,3,0.79,1,188
Tetuán,Bellas Vistas,40.4492360627204,-3.70831002541201,Entire home/apt,87,2,16,4.17,1,87
Centro,Embajadores,40.4105832581093,-3.70390924270666,Entire home/apt,60,25,2,0.5,2,327
Centro,Universidad,40.4254639492162,-3.70291442887003,Private room,26,7,0,0,1,36
Centro,Universidad,40.42382525168,-3.70978060016776,Entire home/apt,50,3,3,0.62,1,0
Chamberí,Trafalgar,40.4329508183374,-3.69860877926217,Private room,55,3,0,0,1,177
Salamanca,Goya,40.4245369344011,-3.67582827098384,Private room,60,2,2,0.41,1,164
Villa de Vallecas,Casco Histórico de Vallecas,40.3708464998345,-3.60810803458454,Private room,45,1,1,0.23,3,362
Fuencarral - El Pardo,Peñagrande,40.4777456700174,-3.72893003706046,Entire home/apt,38,3,5,1.07,2,343
Chamberí,Rios Rosas,40.4441726047685,-3.69821527959748,Entire home/apt,75,4,20,5.26,1,33
Centro,Palacio,40.4211777040356,-3.71139158918772,Entire home/apt,90,3,29,6.21,1,275
Villa de Vallecas,Casco Histórico de Vallecas,40.3630642161525,-3.59546629384208,Entire home/apt,48,2,10,2.14,4,325
Arganzuela,Acacias,40.4046994110977,-3.70723053967063,Private room,22,2,4,0.91,3,288
Salamanca,Recoletos,40.4269852505602,-3.68398629563705,Entire home/apt,75,2,11,2.48,1,138
Centro,Justicia,40.422757113622,-3.69931401581177,Entire home/apt,146,2,16,3.43,7,301
Chamberí,Arapiles,40.4358592369665,-3.70700025470151,Private room,35,1,2,1.22,1,89
Barajas,Casco Histórico de Barajas,40.4723658418074,-3.57627254317645,Entire home/apt,40,3,17,3.83,2,61
Centro,Universidad,40.4231334504068,-3.70506352292386,Private room,25,1,1,0.22,1,0
Tetuán,Castillejos,40.4587811224477,-3.69388171255278,Entire home/apt,160,2,0,0,1,66
Hortaleza,Pinar del Rey,40.4773744073815,-3.6486591977615,Entire home/apt,78,3,1,0.31,3,161
Centro,Embajadores,40.40832459137,-3.70936128973592,Private room,36,2,8,1.71,2,316
Centro,Embajadores,40.4082470843589,-3.69982504324013,Entire home/apt,55,2,18,4.06,5,303
Centro,Justicia,40.4220318621396,-3.70048597001898,Entire home/apt,85,2,11,2.77,2,310
Chamberí,Trafalgar,40.4301050768911,-3.70215129362866,Entire home/apt,79,1,2,0.4,15,348
Chamberí,Trafalgar,40.4292167494457,-3.70034643389929,Entire home/apt,100,1,2,0.47,15,345
Centro,Sol,40.4141469683324,-3.70671753363283,Entire home/apt,108,3,2,0.61,77,249
Centro,Sol,40.416351374343,-3.70804504621264,Entire home/apt,90,1,1,0.29,1,304
Usera,Almendrales,40.3868913618452,-3.69742627354756,Private room,23,2,4,0.86,4,305
Retiro,Pacífico,40.4057194043745,-3.67911781404284,Private room,18,1,6,1.29,1,101
Salamanca,Fuente del Berro,40.4268801920525,-3.66782718481876,Entire home/apt,85,2,0,0,7,281
Centro,Sol,40.418710676229,-3.69979936763999,Entire home/apt,75,3,10,2.29,1,120
Tetuán,Castillejos,40.4580266047711,-3.69889664031371,Private room,55,1,4,0.9,5,357
Centro,Palacio,40.4162632486724,-3.71160968076262,Entire home/apt,100,3,21,4.5,2,63
Centro,Universidad,40.4268038465139,-3.70651226585329,Entire home/apt,140,2,3,0.71,1,339
Centro,Sol,40.41867364313,-3.70183224724956,Entire home/apt,47,1,41,8.72,1,58
Centro,Cortes,40.4104302180986,-3.69351499786543,Entire home/apt,75,2,7,2.02,4,65
Salamanca,Goya,40.4270425211106,-3.6763583572078,Private room,19,1,4,0.86,1,74
Hortaleza,Pinar del Rey,40.4675096077773,-3.65461632913642,Private room,18,1,8,2.14,1,176
Centro,Sol,40.4139812237469,-3.70757296353935,Private room,25,1,8,2.86,1,258
Villa de Vallecas,Casco Histórico de Vallecas,40.3723839263934,-3.60912894942497,Entire home/apt,100,1,8,1.71,3,347
Fuencarral - El Pardo,Valverde,40.4836994157381,-3.68689547232852,Private room,19,2,7,1.43,1,216
Latina,Puerta del Angel,40.4121084620575,-3.72825575351113,Entire home/apt,46,3,1,0.38,5,9
Ciudad Lineal,San Juan Bautista,40.4490259544498,-3.65812524486649,Private room,50,1,16,3.58,1,317
Centro,Justicia,40.4229418648436,-3.69849534458846,Private room,20,1,34,7.23,3,125
Chamberí,Vallehermoso,40.4426608086546,-3.71441495934542,Entire home/apt,69,2,15,4.64,2,286
Retiro,Estrella,40.408052247101,-3.66939414975407,Private room,20,7,0,0,1,0
Centro,Cortes,40.4111324876821,-3.69405670996927,Entire home/apt,80,2,7,1.49,3,1
Centro,Universidad,40.4262526609867,-3.7034551774376,Entire home/apt,40,2,25,6.2,1,70
Centro,Sol,40.4181616343883,-3.70084511241654,Private room,42,1,28,6.04,4,161
Salamanca,Guindalera,40.4349926106407,-3.66966278855771,Private room,20,1,5,1.55,1,84
Centro,Sol,40.4183921040324,-3.70078285511731,Private room,39,1,31,6.6,4,169
Centro,Sol,40.4188221638982,-3.69978333637834,Private room,56,1,45,10.71,4,76
Centro,Embajadores,40.4085454478444,-3.69667421891801,Private room,30,1,4,1.56,1,74
Centro,Embajadores,40.4080458599056,-3.70872865919519,Entire home/apt,45,1,28,6,9,38
Centro,Cortes,40.411284625628,-3.69591205098651,Entire home/apt,64,2,0,0,5,65
Chamberí,Almagro,40.4360370276056,-3.69442366792288,Entire home/apt,166,2,6,1.78,1,94
Arganzuela,Chopera,40.3940483459347,-3.69476095295019,Private room,23,1,11,2.37,4,345
Centro,Palacio,40.4216129219439,-3.71176712255547,Private room,84,1,0,0,1,365
Salamanca,Recoletos,40.4242687434417,-3.68247927632738,Entire home/apt,65,1,10,2.14,3,138
Latina,Aluche,40.3907193353992,-3.75204874584408,Private room,50,1,0,0,1,181
Villaverde,San Andrés,40.3342905775877,-3.70286436413956,Entire home/apt,44,2,1,0.5,8,32
Centro,Sol,40.4168266326783,-3.70512664812694,Entire home/apt,70,2,4,1.2,3,202
Chamartín,El Viso,40.4433565649771,-3.68001971131102,Entire home/apt,39,3,8,1.94,1,0
Centro,Embajadores,40.4067422254514,-3.69886152226725,Entire home/apt,76,2,2,0.5,8,342
Salamanca,Fuente del Berro,40.4244510320153,-3.66575190383688,Entire home/apt,85,2,2,2,145,331
Tetuán,Berruguete,40.4591474766836,-3.70416385473171,Entire home/apt,45,5,5,1.14,2,291
Chamberí,Almagro,40.431093159331,-3.69410323448671,Entire home/apt,100,4,0,0,51,331
Chamberí,Arapiles,40.4324798773206,-3.70860936676953,Private room,30,2,6,1.29,1,69
Usera,San Fermín,40.377286133649,-3.69073820584048,Entire home/apt,80,1,0,0,2,177
Centro,Universidad,40.4213561698832,-3.7052324728291,Entire home/apt,99,1,19,3.93,1,318
Salamanca,Recoletos,40.4231556445344,-3.68260812618543,Entire home/apt,170,2,2,0.62,1,4
Centro,Embajadores,40.4079718407649,-3.70532033510218,Entire home/apt,85,2,12,5.29,1,101
Chamberí,Almagro,40.4341444861099,-3.69724668589413,Private room,43,2,9,2.27,2,128
Arganzuela,Acacias,40.4018371577763,-3.71188851543544,Private room,32,2,0,0,2,180
Centro,Justicia,40.4228756108208,-3.69874830631994,Entire home/apt,70,2,11,2.62,1,318
Chamberí,Almagro,40.4349222008333,-3.69181694999823,Entire home/apt,94,7,0,0,11,149
Puente de Vallecas,San Diego,40.3957336084614,-3.66943305607966,Private room,19,1,18,4.19,4,68
Centro,Embajadores,40.4107958023195,-3.69887108483981,Private room,20,4,4,1.09,1,65
Centro,Justicia,40.4248464991815,-3.69816049497266,Entire home/apt,100,2,2,2,1,156
Arganzuela,Delicias,40.394751812872,-3.68226459459969,Private room,30,1,13,2.93,1,84
Chamartín,Ciudad Jardín,40.4494869069025,-3.6760766066093,Entire home/apt,95,2,6,1.48,13,331
Centro,Embajadores,40.4133615134231,-3.70258731256265,Entire home/apt,59,1,20,6,2,171
Centro,Embajadores,40.4088414077323,-3.70801523082063,Entire home/apt,64,3,6,1.45,7,46
Fuencarral - El Pardo,Peñagrande,40.4751780563336,-3.71982088831105,Private room,37,1,0,0,1,365
Arganzuela,Acacias,40.4010828290194,-3.70712926829414,Entire home/apt,70,2,1,0.54,4,295
Ciudad Lineal,Costillares,40.4720830497865,-3.66590468655649,Private room,35,1,0,0,1,179
Arganzuela,Delicias,40.3990259820514,-3.69287569656742,Private room,40,1,5,1.14,1,331
Centro,Palacio,40.4161681059281,-3.71163371190827,Entire home/apt,100,1,9,2.14,1,260
Centro,Universidad,40.4284390330777,-3.7032360108154,Entire home/apt,55,1,19,4.22,1,135
Centro,Embajadores,40.4101018300639,-3.69879933346661,Entire home/apt,50,2,15,4.05,2,262
Centro,Sol,40.4195129955898,-3.70254442338038,Entire home/apt,138,2,23,5.56,2,74
Centro,Palacio,40.4147798921455,-3.71018887745458,Entire home/apt,60,1,9,1.99,8,287
Centro,Justicia,40.424790301257,-3.6976470820986,Private room,25,7,0,0,1,83
Centro,Embajadores,40.4123394693938,-3.70359343620401,Entire home/apt,133,2,5,1.13,67,301
Latina,Puerta del Angel,40.4124253638968,-3.73029564457498,Entire home/apt,60,10,0,0,1,62
San Blas - Canillejas,Salvador,40.4433967921351,-3.63228337801917,Private room,18,1,12,2.57,1,356
Centro,Universidad,40.422257528886,-3.70862368427475,Entire home/apt,40,1,11,2.84,48,148
Tetuán,Berruguete,40.4591356576814,-3.70458678306752,Entire home/apt,45,5,2,0.49,2,249
Arganzuela,Acacias,40.4046977530944,-3.70852542191805,Private room,32,2,6,1.51,3,118
Centro,Sol,40.4158029655098,-3.70282302827564,Entire home/apt,60,1,9,2.7,8,106
Centro,Embajadores,40.4081320942627,-3.70974407833278,Entire home/apt,89,3,3,1.61,1,335
Centro,Embajadores,40.4093075770463,-3.70240572497016,Shared room,17,1,21,5.04,4,80
Arganzuela,Chopera,40.3936229730613,-3.69664635124142,Entire home/apt,50,2,21,4.5,5,236
Usera,Almendrales,40.3881050125039,-3.69845228400863,Private room,23,2,9,2.25,4,250
Arganzuela,Palos de Moguer,40.4045726091311,-3.69046731514815,Private room,25,1,22,5.37,1,351
Salamanca,Goya,40.4242015532653,-3.67036670047016,Private room,35,1,1,1,1,92
Centro,Palacio,40.4121184254611,-3.71232539614933,Entire home/apt,80,2,10,2.4,8,318
Centro,Embajadores,40.4100667123548,-3.70747984258195,Private room,48,3,0,0,1,91
Centro,Universidad,40.4246503091391,-3.70458678254841,Entire home/apt,30,2,27,7.17,1,73
Chamartín,Ciudad Jardín,40.4487178735898,-3.67740349815519,Private room,25,2,9,2.16,1,186
Centro,Embajadores,40.4108689726949,-3.69639189307292,Entire home/apt,40,2,0,0,67,66
Salamanca,Lista,40.4348251010722,-3.67794739554204,Entire home/apt,90,3,12,2.93,8,109
Salamanca,Lista,40.433692098169,-3.67384247091051,Entire home/apt,50,1,14,3.09,13,341
Centro,Universidad,40.4255165982049,-3.70230740535625,Entire home/apt,110,2,15,3.38,4,324
Centro,Justicia,40.4231944558208,-3.69744275997067,Entire home/apt,80,1,4,1.33,3,159
Villaverde,San Cristobal,40.3422753462917,-3.68890009635427,Shared room,20,1,3,0.65,1,364
Arganzuela,Palos de Moguer,40.4024385922476,-3.69410717425738,Entire home/apt,65,3,2,0.78,1,333
Usera,Almendrales,40.3843871051697,-3.70337981086943,Entire home/apt,79,3,4,0.97,2,166
Centro,Embajadores,40.4130964975788,-3.70659717605175,Entire home/apt,120,5,1,0.27,1,1
Centro,Embajadores,40.4106440446509,-3.70778128609143,Private room,25,1,10,2.36,1,138
Centro,Palacio,40.4178014663118,-3.71009478914494,Entire home/apt,60,2,11,2.58,3,322
Carabanchel,Opañel,40.3908041641932,-3.71890349747246,Entire home/apt,42,2,2,0.62,2,132
Arganzuela,Delicias,40.4003985138541,-3.69414703416543,Entire home/apt,50,2,9,2.81,2,57
Moncloa - Aravaca,Argüelles,40.4210088383188,-3.71655580300095,Private room,32,2,20,5.31,2,114
Hortaleza,Apostol Santiago,40.4733734424737,-3.66083273421181,Entire home/apt,75,1,2,1.43,1,174
Centro,Justicia,40.4217983326159,-3.69325072829522,Entire home/apt,191,3,0,0,77,55
Centro,Justicia,40.4220708355758,-3.69372402280227,Entire home/apt,186,3,0,0,77,203
Centro,Universidad,40.4271578294422,-3.70523005308166,Entire home/apt,99,1,22,5.45,16,331
Centro,Justicia,40.4197655629553,-3.69611298924983,Entire home/apt,144,3,0,0,77,212
Centro,Palacio,40.410995486961,-3.71199549362655,Entire home/apt,134,3,0,0,77,237
Centro,Embajadores,40.4092855642853,-3.70791685190417,Entire home/apt,160,2,3,0.73,2,298
Centro,Universidad,40.4241161338298,-3.7028092896909,Entire home/apt,80,2,12,2.71,1,138
Centro,Justicia,40.4241720439458,-3.70018550793377,Entire home/apt,120,2,10,2.59,1,137
Centro,Universidad,40.4204781776922,-3.70557795512555,Entire home/apt,95,2,10,2.94,4,320
Usera,Pradolongo,40.3826288524637,-3.7080860442025,Private room,30,7,0,0,1,181
Arganzuela,Chopera,40.3970317802504,-3.69731297113454,Entire home/apt,55,2,2,0.5,4,149
Carabanchel,San Isidro,40.4014724628375,-3.72273057454053,Entire home/apt,59,14,9,2.16,2,54
Moncloa - Aravaca,Casa de Campo,40.4207198340163,-3.71850499907094,Private room,70,3,12,2.73,1,324
Centro,Embajadores,40.4088220930883,-3.70924186275277,Entire home/apt,86,2,10,2.94,2,295
Chamberí,Gaztambide,40.4317796522207,-3.7118804209291,Private room,200,1,0,0,1,364
Centro,Justicia,40.4242320390042,-3.69683256979663,Entire home/apt,63,2,5,1.39,1,10
Salamanca,Castellana,40.4349755408643,-3.68239583244738,Private room,48,1,0,0,1,175
Arganzuela,Delicias,40.3952437016798,-3.6949851685048,Private room,23,2,10,2.26,4,339
Moncloa - Aravaca,Argüelles,40.4215189896451,-3.71717924642331,Entire home/apt,93,1,11,2.95,1,165
Puente de Vallecas,San Diego,40.3956010372591,-3.6699614054171,Private room,18,1,32,7.68,4,312
Chamberí,Gaztambide,40.4321353888697,-3.71222324026096,Entire home/apt,50,1,37,8.28,2,301
Ciudad Lineal,Pueblo Nuevo,40.4316925180971,-3.6405993367141,Private room,23,1,8,1.8,1,311
Moncloa - Aravaca,Argüelles,40.4285883839306,-3.71712049226991,Entire home/apt,105,4,0,0,1,168
Arganzuela,Palos de Moguer,40.403933729697,-3.69791928649295,Entire home/apt,60,2,12,3.53,7,324
Centro,Embajadores,40.4116922787859,-3.69879385223046,Entire home/apt,60,1,8,2.02,1,72
Centro,Sol,40.4185365880607,-3.70255098600331,Entire home/apt,87,1,18,4.06,5,94
Centro,Justicia,40.4226213501561,-3.69921595924109,Entire home/apt,65,3,3,0.76,1,4
San Blas - Canillejas,Salvador,40.4410435533528,-3.62848393474055,Entire home/apt,60,2,18,4.09,1,111
Centro,Universidad,40.4277145551438,-3.7086656649003,Private room,45,1,0,0,8,333
Centro,Embajadores,40.4114724379912,-3.69901985926773,Entire home/apt,70,2,22,5.32,1,41
Salamanca,Guindalera,40.434384206418,-3.67231182723921,Entire home/apt,70,3,2,0.55,4,97
Centro,Sol,40.4155354904344,-3.70765559663987,Entire home/apt,90,1,4,4,2,341
Chamberí,Almagro,40.4320988113493,-3.69582068368624,Entire home/apt,70,2,18,4.39,1,157
Salamanca,Goya,40.4227413105382,-3.67499427173422,Entire home/apt,45,2,4,1,1,72
Latina,Puerta del Angel,40.4099334341921,-3.73548097133156,Private room,31,2,13,2.98,1,161
Chamberí,Arapiles,40.4365597996352,-3.70903430514921,Private room,25,1,4,0.98,1,359
Barajas,Corralejos,40.4650836047913,-3.58681698913927,Private room,50,1,2,0.45,2,113
Vicálvaro,Casco Histórico de Vicálvaro,40.4029517048989,-3.59338990091209,Entire home/apt,55,2,10,4.76,1,313
Ciudad Lineal,Pueblo Nuevo,40.427147304678,-3.64187956086031,Private room,20,1,23,5.35,2,355
Centro,Universidad,40.4258643126056,-3.70749592402483,Private room,45,1,1,1,8,335
Centro,Universidad,40.4261427658854,-3.70834091175363,Private room,36,1,4,0.95,8,337
Arganzuela,Acacias,40.3988725706659,-3.7064558441093,Entire home/apt,70,2,3,0.68,4,346
Centro,Justicia,40.4227555037732,-3.69793089368699,Entire home/apt,75,2,4,0.95,1,5
Centro,Palacio,40.4119596516533,-3.71192909130327,Entire home/apt,62,7,2,0.43,5,239
Arganzuela,Palos de Moguer,40.4058258737303,-3.69387577143302,Private room,23,2,21,4.92,5,50
Salamanca,Goya,40.428155594928,-3.67523023617793,Entire home/apt,51,3,0,0,44,342
Arganzuela,Palos de Moguer,40.4022278647644,-3.69317073890914,Private room,25,2,4,2.45,1,54
Moncloa - Aravaca,Argüelles,40.4310078643479,-3.71711045296359,Private room,30,1,1,0.23,1,361
Centro,Sol,40.4178834058516,-3.70195230013866,Entire home/apt,89,1,19,4.29,5,43
Arganzuela,Palos de Moguer,40.4063602057404,-3.69386749875815,Private room,31,2,24,5.41,5,39
Salamanca,Guindalera,40.4374753126892,-3.6723906852837,Entire home/apt,80,2,15,3.69,3,338
Centro,Universidad,40.4278527097931,-3.7093325262321,Private room,25,1,35,8.61,1,275
Hortaleza,Pinar del Rey,40.4751233957497,-3.63883860813193,Private room,20,1,48,11.25,9,354
Hortaleza,Pinar del Rey,40.4754531459208,-3.63913707371368,Private room,25,1,57,12.57,9,344
Centro,Justicia,40.4246831942799,-3.69543567037286,Entire home/apt,595,7,3,0.87,1,345
Moncloa - Aravaca,Casa de Campo,40.4220754761098,-3.72250278033051,Entire home/apt,55,4,0,0,1,168
Usera,Zofío,40.3849862338908,-3.71573484144906,Private room,23,1,0,0,3,365
Centro,Sol,40.4161888773087,-3.70615355932123,Entire home/apt,129,2,15,3.33,7,293
Arganzuela,Palos de Moguer,40.4017686137075,-3.69037416340425,Entire home/apt,150,1,0,0,1,87
Tetuán,Bellas Vistas,40.4528181291782,-3.70607024254432,Entire home/apt,65,6,0,0,3,133
Retiro,Pacífico,40.406041999481,-3.6810556372433,Entire home/apt,57,3,15,3.38,1,254
Centro,Justicia,40.4213295669833,-3.69907344953749,Entire home/apt,59,1,9,2.73,1,321
Tetuán,Cuatro Caminos,40.4549857443468,-3.69597243415342,Private room,25,1,4,0.96,1,37
Moncloa - Aravaca,Ciudad Universitaria,40.4626725366768,-3.74959504941028,Private room,119,1,0,0,1,180
Barajas,Timón,40.4884782730297,-3.61058593640431,Private room,23,1,0,0,1,86
Centro,Embajadores,40.4109058377216,-3.69985252691849,Entire home/apt,78,2,26,6.24,1,238
Hortaleza,Valdefuentes,40.4873997736364,-3.66616856369239,Entire home/apt,60,1,14,3.11,13,336
Centro,Embajadores,40.4132047081697,-3.70581916970409,Private room,60,2,1,0.48,8,106
Moncloa - Aravaca,Argüelles,40.4239939912564,-3.71378458830601,Entire home/apt,81,2,15,3.78,1,150
Centro,Embajadores,40.4114155375838,-3.7015416596231,Entire home/apt,110,1,11,2.48,10,310
Centro,Sol,40.4146090876547,-3.70397882700014,Private room,59,1,4,0.9,1,57
Carabanchel,San Isidro,40.3922180720241,-3.73710376764025,Private room,35,2,1,0.23,2,0
Centro,Palacio,40.4201699419076,-3.70939398985056,Entire home/apt,96,3,11,2.48,2,302
Arganzuela,Palos de Moguer,40.4042379356941,-3.69333323106378,Entire home/apt,59,3,12,3.05,2,121
Centro,Universidad,40.4234504991584,-3.70128090710438,Entire home/apt,49,2,5,1.2,1,207
Arganzuela,Palos de Moguer,40.4062808326983,-3.69405087547282,Private room,20,2,21,4.88,5,0
Chamberí,Gaztambide,40.4331173934739,-3.71151835106495,Entire home/apt,60,2,0,0,1,176
Salamanca,Lista,40.429658587813,-3.67573903678552,Entire home/apt,64,2,4,1,1,62
Arganzuela,Imperial,40.4132570038828,-3.72163691281192,Private room,20,2,0,0,1,157
Arganzuela,Palos de Moguer,40.4049354292971,-3.69372169724137,Private room,40,2,23,5.19,5,50
Salamanca,Guindalera,40.437371684865,-3.66162018788321,Private room,25,1,0,0,1,364
Centro,Sol,40.4160557862076,-3.70608822343091,Entire home/apt,76,2,1,1,12,337
Centro,Sol,40.4161392376973,-3.70452231633286,Private room,48,2,18,4.54,1,11
Centro,Embajadores,40.4089345343868,-3.69647656139231,Entire home/apt,190,2,2,0.62,1,95
Centro,Embajadores,40.4101607213836,-3.69981430386547,Entire home/apt,60,2,14,4.42,2,260
Arganzuela,Palos de Moguer,40.4049589124458,-3.6924384956572,Private room,26,2,29,6.74,5,19
Moncloa - Aravaca,Valdezarza,40.4719101737772,-3.72513764170798,Private room,30,5,0,0,1,93
Arganzuela,Palos de Moguer,40.403298489278,-3.69250045488749,Entire home/apt,80,4,9,2.76,1,136
Centro,Universidad,40.4227088972792,-3.70152825439822,Entire home/apt,70,2,12,2.88,4,332
Chamberí,Almagro,40.4278060861601,-3.69312454336437,Entire home/apt,200,30,0,0,39,249
Chamberí,Arapiles,40.4314959255707,-3.70658259981715,Entire home/apt,60,3,2,0.61,1,279
Centro,Universidad,40.4222669395186,-3.70808528334492,Entire home/apt,84,2,4,1.24,1,65
Chamberí,Trafalgar,40.4298162920213,-3.70364572535795,Private room,23,4,0,0,25,352
Centro,Universidad,40.4242802773644,-3.70473324519845,Entire home/apt,69,2,7,1.76,1,120
Villaverde,Los Rosales,40.3468764204598,-3.68964526071015,Shared room,10,1,6,1.43,3,0
Arganzuela,Chopera,40.3960083342466,-3.69888276633009,Entire home/apt,50,10,3,0.91,3,119
Chamberí,Almagro,40.4340792678119,-3.69216791827314,Entire home/apt,110,7,0,0,11,94
Centro,Palacio,40.4087767379806,-3.710726262212,Entire home/apt,90,2,0,0,67,95
Centro,Embajadores,40.4132068572781,-3.70723802496441,Entire home/apt,110,2,1,0.71,67,95
Centro,Palacio,40.4134262150819,-3.71038909609577,Entire home/apt,105,2,0,0,67,95
Centro,Palacio,40.4126031110677,-3.70907276895061,Entire home/apt,95,2,12,2.73,2,118
Salamanca,Goya,40.4227158878821,-3.67458540306776,Entire home/apt,88,2,4,1.01,1,31
Centro,Embajadores,40.4092043399787,-3.70848669947719,Entire home/apt,52,4,1,0.73,5,353
Arganzuela,Palos de Moguer,40.4048166459777,-3.69360774308352,Private room,30,1,12,3.43,1,281
Centro,Embajadores,40.407461140545,-3.7100785172968,Entire home/apt,39,1,6,3.16,2,122
Centro,Embajadores,40.4069786935691,-3.69896972808836,Entire home/apt,90,2,24,5.58,1,150
